branch_index,edge_source,sweep_file,iteration,target_log10_EI,sample_index,curve_point_index,EI,log10_EI,xM_over_L,motor_position,omega,U,power,power_input,thrust,tail_flat_ratio,eta_left_beam_re,eta_left_beam_im,eta_left_beam_abs,eta_left_beam_phase_deg,eta_right_beam_re,eta_right_beam_im,eta_right_beam_abs,eta_right_beam_phase_deg,alpha_beam,sa_ratio_beam
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.394969345565343,45,79,0.00040274546088675176,-3.394969345565343,0.201221072083595,0.01006105360417975,502.6548245743669,Inf,-0.021305341078541627,0.021305341078541627,-3.8615924668311194e-5,0.0003223053498491535,-3.356510565806691e-5,1.1602252316127215e-6,3.358515208280686e-5,178.02027877688207,3.3979320935493344e-5,3.8694980938081236e-7,3.398152411814744e-5,0.6524448414267052,0.01173236326450005,-1.6250467892847198
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.355128424271129,46,81,0.00044143989082660184,-3.355128424271129,0.202210486265746,0.010110524313287302,502.6548245743669,Inf,-0.018677539845765034,0.018677539845765034,-3.561223380378949e-5,0.0003223053068769099,-3.0387063357751153e-5,8.704661816917865e-7,3.0399528464787933e-5,178.3591569051613,3.04533243505704e-5,7.23006665808426e-7,3.046190576178463e-5,1.3600304995586885,0.0020498114205234675,-1.581473430378641
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.315278914022713,47,83,0.0004838615206497493,-3.315278914022713,0.20286917307714222,0.010143458653857112,502.6548245743669,Inf,-0.016606980549412276,0.016606980549412276,-3.250502709766815e-5,0.00032230539542805103,-2.7875434914259456e-5,6.541567781866261e-7,2.7883109452669774e-5,178.655678568698,2.741950723209834e-5,9.628802431677675e-7,2.743640856988713e-5,2.0112073026204307,-0.01614879426969515,-1.5173614477051527
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.2754888837559415,48,85,0.0005302871657376921,-3.2754888837559415,0.20515027082035106,0.010257513541017553,502.6548245743669,Inf,-0.01516472985614994,0.01516472985614994,-3.2961932547753027e-5,0.00032230537568231474,-2.5279015764197378e-5,5.822920582526025e-7,2.528572130764008e-5,178.68044789127993,2.5360839266693442e-5,1.2309472553707153e-6,2.5390695135355486e-5,2.778802976990681,0.0041428887301559105,-1.445631221157793
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.2356803619206,49,87,0.0005811920139113196,-3.2356803619206,0.20699679760148484,0.010349839880074242,502.6548245743669,Inf,-0.01400064305619625,0.01400064305619625,-3.2872995878037506e-5,0.00032230529020684504,-2.3157873418702935e-5,5.456661903468662e-7,2.316430126008457e-5,178.65019619886033,2.356462167839914e-5,1.4528308351785713e-6,2.3609364927539332e-5,3.5279940854632157,0.019028800229736312,-1.3600907269619271
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.1958236852919764,50,89,0.0006370540993957206,-3.1958236852919764,0.20697851336460496,0.010348925668230249,502.6548245743669,Inf,-0.012834114543042103,0.012834114543042103,-2.9424398201770658e-5,0.00032230531798235296,-2.1948432220933778e-5,4.411561906149366e-7,2.1952865319621535e-5,178.84852892725036,2.143622026013943e-5,1.5449371818255762e-6,2.149182100095288e-5,4.122256251789489,-0.021222038466188822,-1.3254940946231566
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.1559853928811545,51,91,0.0006982558889144305,-3.1559853928811545,0.208029494270494,0.0104014747135247,502.6548245743669,Inf,-0.011993208760531494,0.011993208760531494,-2.8223288316167735e-5,0.00032230538749678704,-2.061572746657716e-5,4.303033103231788e-7,2.0620217746548144e-5,178.8042631919757,1.99073614288185e-5,1.6888420665189906e-6,1.9978869502132862e-5,4.849079826744386,-0.031586337535535816,-1.2587502645334794
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.116216603988128,52,93,0.0007652148614872749,-3.116216603988128,0.21067583991591837,0.010533791995795919,502.6548245743669,Inf,-0.011540444446861541,0.011540444446861541,-3.0469738890775668e-5,0.0003223053973577871,-1.8866240678808492e-5,5.834430381468826e-7,1.887526008110856e-5,178.22867875103427,1.922403648052496e-5,1.9692285854876593e-6,1.9324632980381705e-5,5.84873595761032,0.023524187390909255,-1.1698816408486141
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.076386101870249,53,95,0.0008387140110311285,-3.076386101870249,0.21196079995104242,0.01059803999755212,502.6548245743669,Inf,-0.011014260949186908,0.011014260949186908,-3.0158254423028366e-5,0.00032230533934428905,-1.7764115138310657e-5,6.861199732990111e-7,1.777736052581816e-5,177.7881111814905,1.8203745414206683e-5,2.1719307972863316e-6,1.8332856583016506e-5,6.803927485979887,0.030759418029573923,-1.0951368008025466
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.0365290105222855,54,97,0.0009193290623104875,-3.0365290105222855,0.21191834994915623,0.010595917497457813,502.6548245743669,Inf,-0.01034853646338662,0.01034853646338662,-2.6819452584417373e-5,0.00032230533052236436,-1.7404559386757958e-5,6.850427055482425e-7,1.7418035794991623e-5,177.74600408134586,1.668198941667192e-5,2.2475663864710627e-6,1.683271592939026e-5,7.673260843766049,-0.034168533399757346,-1.052986586451448
